transition_id,time_step,stock_flow,filler_flow,machine_speed,steam_pressure,retention_aid_flow,headbox_pressure,target_basis_weight,actual_basis_weight,bw_deviation_pct,at_risk_2_5pct
0,0,1000.0,150.0,900.0,4.5,1.8951900318890957,1.51875,80.10039276386428,70.93319774650465,11.44463179398445,1
0,1,1000.0113597783277,149.98143531063855,899.9972736532013,4.515751886223322,1.9090222938914385,1.51875,80.1090538719454,70.68728537223825,11.761178099504065,1
0,2,1000.0246783859607,149.95747391751925,899.9940771873694,4.531507690105255,1.878308592051745,1.51875,80.11845625261128,70.66673348220738,11.797185333430393,1
0,3,1000.0402069628768,149.9310421086366,899.9903503289096,4.5472679139257535,1.8703303314403659,1.51875,80.12866228120568,70.04936399736619,12.578892492260675,1
0,4,1000.0582247459066,149.90294750705905,899.9860260609825,4.56303311615848,1.907819381843246,1.51875,80.139739390176,71.10963586906252,11.267947200512673,1
0,5,1000.0790418982419,149.8736250804092,899.981029944422,4.578803917129817,1.8583344682429908,1.51875,80.15176044462463,70.69852887014488,11.794165869894782,1
0,6,1000.1030025871618,149.8433630481283,899.9752793790811,4.594581005174324,1.8739638514529247,1.51875,80.1648041394589,70.63054743855687,11.893320021484401,1
0,7,1000.1304883257471,149.81237686803465,899.9686828018207,4.610365143318161,1.8460195750737833,1.51875,80.17895541816755,70.63276667863461,11.906102654674758,1
0,8,1000.1619215941337,149.78084160882622,899.9611388174079,4.626157176521601,1.9007663975335602,1.51875,80.19430591296044,71.63601378894086,10.671944880112063,1
0,9,1000.1977697552957,149.7489087212317,899.9525352587291,4.641958039510591,1.8966966486329,1.51875,80.21095440564868,70.90472589724776,11.602191467934396,1
0,10,1000.2385492793809,149.7167158111052,899.9427481729485,4.657768765225429,1.878503274953459,1.51875,80.22900730820561,70.67701105886458,11.905913546513592,1
0,11,1000.2848302891283,149.6843928799335,899.9316407306092,4.67359049391159,1.9077607846162408,1.51875,80.24857916142108,70.97186849046129,11.55996874698499,1
0,12,1000.3372414367892,149.65206662775424,899.9190620551706,4.689424482873578,1.8761007933898153,1.51875,80.26979314943138,70.55736826580049,12.099725815351363,1
0,13,1000.3964751201125,149.619863627726,899.904845971173,4.705272116906892,1.8855768804673576,1.51875,80.29278162716005,70.71652320438022,11.926674140207567,1
0,14,1000.4632930412046,149.5879128147412,899.8888096701108,4.721134919415743,1.8887014309489054,1.51875,80.31768665682601,70.81615179370282,11.829940899219965,1
0,15,1000.5385321072662,149.55634754451367,899.8707522942561,4.737014564214532,1.8965989664604306,1.51875,80.34466054865038,70.51837865167788,12.230161693224757,1
0,16,1000.6231106661778,149.52530737877294,899.8504534401173,4.752912887999022,1.9106518334824614,1.51875,80.37386639970671,71.75008077041355,10.729589125906024,1
0,17,1000.7180350624399,149.49493969432487,899.8276715850144,4.768831903458214,1.9126847826809543,1.51875,80.40547862349548,70.992144165793,11.707329673119807,1
0,18,1000.8244064898819,149.4654011787258,899.8021424424284,4.784773812979764,1.9064472089742803,1.51875,80.43968346127035,70.62818262791632,12.197338939154353,1
0,19,1000.9434281066021,149.43685925302245,899.7735772544155,4.800741022879871,1.8571461039245702,1.51875,80.47667946438845,71.13403514406326,11.609132462354369,1
0,20,1001.0764123645691,149.40949344702165,899.7416610325034,4.816736158062471,1.8780491549620488,1.51875,80.51667793499317,70.52632929681242,12.407800339510612,1
0,21,1001.2247884909792,149.38349674185605,899.706050762165,4.832762076981958,1.871200162874366,1.51875,80.55990331016194,70.59872656212757,12.364931360062666,1
0,22,1001.3901100406189,149.35907688644596,899.6663735902515,4.8488218867479045,1.8915005658478685,1.51875,80.60659347227005,71.14329844962373,11.7401004247895,1
